Sale_ID,Business_ID,Date,Customer_ID,Product_ID,Quantity,Selling_Price,Discount_Percent,Total_Amount,Payment_Mode,Payment_Status,Credit_Amount,Notes
SALE0018,BUS001,2026-06-01,CUST005,PROD002,1,₹ 95,0,₹ 95,Cash,Completed,0,Standard Sale
SALE0019,BUS001,2026-06-02,CUST009,PROD005,14,₹ 377,0,₹ 5278,Cash,Completed,0,Standard Sale
SALE0020,BUS001,2026-06-02,CUST034,PROD008,9,₹ 13,0,₹ 117,Cash,Completed,0,Standard Sale
SALE0021,BUS001,2026-06-02,CUST031,PROD001,5,₹ 162,0,₹ 810,Cash,Completed,0,Standard Sale
SALE0022,BUS001,2026-06-02,CUST026,PROD008,3,₹ 13,0,₹ 39,Cash,Completed,0,Standard Sale
SALE0023,BUS001,2026-06-02,CUST015,PROD001,2,₹ 162,0,₹ 324,Cash,Completed,0,Standard Sale
SALE0024,BUS001,2026-06-02,CUST014,PROD002,2,₹ 95,0,₹ 190,Cash,Completed,0,Standard Sale
SALE0025,BUS001,2026-06-02,CUST006,PROD005,10,₹ 377,0,₹ 3770,UPI,Completed,0,Standard Sale
SALE0026,BUS001,2026-06-02,CUST035,PROD005,14,₹ 377,10,₹ 4750,Cash,Completed,0,Standard Sale
SALE0027,BUS001,2026-06-02,CUST040,PROD004,6,₹ 61,0,₹ 366,Cash,Completed,0,Standard Sale
SALE0028,BUS001,2026-06-03,CUST030,PROD008,9,₹ 13,0,₹ 117,Cash,Completed,0,Standard Sale
SALE0029,BUS001,2026-06-03,CUST037,PROD008,4,₹ 13,0,₹ 52,Cash,Completed,0,Standard Sale
SALE0030,BUS001,2026-06-03,CUST039,PROD009,4,₹ 31,5,₹ 117,Cash,Completed,0,Standard Sale
SALE0031,BUS001,2026-06-03,CUST018,PROD003,13,₹ 9,10,₹ 105,Cash,Completed,0,Standard Sale
SALE0032,BUS001,2026-06-03,CUST035,PROD006,5,₹ 2106,5,₹ 10003,Cash,Completed,0,Standard Sale
SALE0033,BUS001,2026-06-03,CUST036,PROD008,4,₹ 13,0,₹ 52,Cash,Completed,0,Standard Sale
SALE0034,BUS001,2026-06-03,CUST012,PROD005,6,₹ 377,0,₹ 2262,Cash,Completed,0,Standard Sale
SALE0035,BUS001,2026-06-03,CUST035,PROD009,3,₹ 31,0,₹ 93,Cash,Completed,0,Standard Sale
SALE0036,BUS001,2026-06-03,CUST017,PROD004,4,₹ 61,0,₹ 244,Cash,Completed,0,Standard Sale
SALE0037,BUS001,2026-06-03,CUST010,PROD008,6,₹ 13,0,₹ 78,Cash,Completed,0,Standard Sale
SALE0038,BUS001,2026-06-03,CUST025,PROD011,4,₹ 199,0,₹ 796,UPI,Completed,0,Standard Sale
SALE0039,BUS001,2026-06-03,CUST032,PROD004,10,₹ 61,0,₹ 610,Cash,Completed,0,Standard Sale
SALE0040,BUS001,2026-06-03,CUST037,PROD003,49,₹ 9,5,₹ 418,Cash,Completed,0,Standard Sale
SALE0041,BUS001,2026-06-03,CUST004,PROD008,4,₹ 13,0,₹ 52,Credit,Pending,₹ 52,Standard Sale
SALE0042,BUS001,2026-06-03,CUST028,PROD008,9,₹ 13,0,₹ 117,Cash,Completed,0,Standard Sale
SALE0043,BUS001,2026-06-03,CUST018,PROD011,3,₹ 199,0,₹ 597,Cash,Completed,0,Standard Sale
SALE0044,BUS001,2026-06-03,CUST031,PROD007,1,₹ 678,0,₹ 678,Cash,Completed,0,Standard Sale
SALE0045,BUS001,2026-06-03,CUST026,PROD005,10,₹ 377,10,₹ 3393,Cash,Completed,0,Standard Sale
SALE0046,BUS001,2026-06-04,CUST014,PROD003,30,₹ 9,0,₹ 270,Cash,Completed,0,Standard Sale
SALE0047,BUS001,2026-06-04,CUST004,PROD005,3,₹ 377,0,₹ 1131,UPI,Completed,0,Standard Sale
SALE0048,BUS001,2026-06-04,CUST006,PROD005,3,₹ 377,10,₹ 1017,Cash,Completed,0,Standard Sale
SALE0049,BUS001,2026-06-04,CUST024,PROD008,5,₹ 13,0,₹ 65,Cash,Completed,0,Standard Sale
SALE0050,BUS001,2026-06-04,CUST036,PROD001,2,₹ 162,5,₹ 307,UPI,Completed,0,Standard Sale
SALE0051,BUS001,2026-06-04,CUST040,PROD008,10,₹ 13,0,₹ 130,UPI,Completed,0,Standard Sale
SALE0052,BUS001,2026-06-04,CUST008,PROD001,7,₹ 162,0,₹ 1134,UPI,Completed,0,Standard Sale
SALE0053,BUS001,2026-06-04,CUST014,PROD002,2,₹ 95,0,₹ 190,UPI,Completed,0,Standard Sale
SALE0054,BUS001,2026-06-04,CUST009,PROD005,14,₹ 377,0,₹ 5278,UPI,Completed,0,Standard Sale
SALE0055,BUS001,2026-06-04,CUST030,PROD001,8,₹ 162,0,₹ 1296,Credit,Pending,₹ 1296,Standard Sale
SALE0056,BUS001,2026-06-04,CUST033,PROD009,2,₹ 31,5,₹ 58,Credit,Pending,₹ 58,Standard Sale
SALE0057,BUS001,2026-06-04,CUST027,PROD004,8,₹ 61,0,₹ 488,Cash,Completed,0,Standard Sale
SALE0058,BUS001,2026-06-04,CUST021,PROD006,1,₹ 2106,0,₹ 2106,Cash,Completed,0,Standard Sale
SALE0059,BUS001,2026-06-04,CUST038,PROD007,1,₹ 678,0,₹ 678,Cash,Completed,0,Standard Sale
SALE0060,BUS001,2026-06-04,CUST038,PROD007,2,₹ 678,10,₹ 1220,Cash,Completed,0,Standard Sale
SALE0061,BUS001,2026-06-04,CUST030,PROD001,7,₹ 162,0,₹ 1134,Cash,Completed,0,Standard Sale
SALE0062,BUS001,2026-06-04,CUST016,PROD007,3,₹ 678,0,₹ 2034,Cash,Completed,0,Standard Sale
SALE0063,BUS001,2026-06-05,CUST006,PROD001,9,₹ 162,5,₹ 1385,Cash,Completed,0,Standard Sale
SALE0064,BUS001,2026-06-05,CUST005,PROD007,5,₹ 678,0,₹ 3390,Cash,Completed,0,Standard Sale
SALE0065,BUS001,2026-06-05,CUST021,PROD009,1,₹ 31,0,₹ 31,Cash,Completed,0,Standard Sale
SALE0066,BUS001,2026-06-05,CUST027,PROD003,20,₹ 9,5,₹ 171,Cash,Completed,0,Standard Sale
SALE0067,BUS001,2026-06-05,CUST033,PROD007,3,₹ 678,0,₹ 2034,Cash,Completed,0,Standard Sale
SALE0068,BUS001,2026-06-05,CUST040,PROD005,7,₹ 377,0,₹ 2639,UPI,Completed,0,Standard Sale
SALE0069,BUS001,2026-06-05,CUST025,PROD003,21,₹ 9,0,₹ 189,UPI,Completed,0,Standard Sale
SALE0070,BUS001,2026-06-05,CUST033,PROD008,6,₹ 13,0,₹ 78,Cash,Completed,0,Standard Sale
SALE0071,BUS001,2026-06-05,CUST037,PROD012,3,₹ 316,10,₹ 853,Cash,Completed,0,Standard Sale
SALE0072,BUS001,2026-06-05,CUST019,PROD005,8,₹ 377,0,₹ 3016,UPI,Completed,0,Standard Sale
SALE0073,BUS001,2026-06-05,CUST023,PROD001,6,₹ 162,0,₹ 972,Credit,Pending,₹ 972,Standard Sale
SALE0074,BUS001,2026-06-06,CUST039,PROD005,11,₹ 377,5,₹ 3939,Cash,Completed,0,Standard Sale
SALE0075,BUS001,2026-06-06,CUST024,PROD003,19,₹ 9,0,₹ 171,UPI,Completed,0,Standard Sale
SALE0076,BUS001,2026-06-06,CUST009,PROD001,4,₹ 162,0,₹ 648,Credit,Pending,₹ 648,Standard Sale
SALE0077,BUS001,2026-06-06,CUST037,PROD012,3,₹ 316,0,₹ 948,Cash,Completed,0,Standard Sale
SALE0078,BUS001,2026-06-06,CUST028,PROD005,13,₹ 377,0,₹ 4901,UPI,Completed,0,Standard Sale
SALE0079,BUS001,2026-06-06,CUST025,PROD008,5,₹ 13,0,₹ 65,Cash,Completed,0,Standard Sale
SALE0080,BUS001,2026-06-07,CUST033,PROD009,4,₹ 31,0,₹ 124,Cash,Completed,0,Standard Sale
SALE0081,BUS001,2026-06-07,CUST011,PROD002,1,₹ 95,10,₹ 85,Credit,Pending,₹ 85,Standard Sale
SALE0082,BUS001,2026-06-07,CUST011,PROD005,6,₹ 377,0,₹ 2262,UPI,Completed,0,Standard Sale
SALE0083,BUS001,2026-06-07,CUST040,PROD011,5,₹ 199,0,₹ 995,Cash,Completed,0,Standard Sale
SALE0084,BUS001,2026-06-07,CUST013,PROD001,4,₹ 162,5,₹ 615,Cash,Completed,0,Standard Sale
SALE0085,BUS001,2026-06-07,CUST018,PROD007,1,₹ 678,0,₹ 678,Cash,Completed,0,Standard Sale
SALE0086,BUS001,2026-06-07,CUST002,PROD002,4,₹ 95,5,₹ 361,Cash,Completed,0,Standard Sale
SALE0087,BUS001,2026-06-08,CUST028,PROD008,2,₹ 13,0,₹ 26,UPI,Completed,0,Standard Sale
SALE0088,BUS001,2026-06-08,CUST028,PROD001,4,₹ 162,0,₹ 648,Cash,Completed,0,Standard Sale
SALE0089,BUS001,2026-06-08,CUST004,PROD001,5,₹ 162,0,₹ 810,Cash,Completed,0,Standard Sale
SALE0090,BUS001,2026-06-08,CUST004,PROD003,17,₹ 9,0,₹ 153,Cash,Completed,0,Standard Sale
SALE0091,BUS001,2026-06-08,CUST031,PROD008,9,₹ 13,0,₹ 117,UPI,Completed,0,Standard Sale
SALE0092,BUS001,2026-06-08,CUST028,PROD004,6,₹ 61,0,₹ 366,UPI,Completed,0,Standard Sale
SALE0093,BUS001,2026-06-08,CUST015,PROD006,5,₹ 2106,0,₹ 10530,UPI,Completed,0,Standard Sale
SALE0094,BUS001,2026-06-08,CUST029,PROD001,4,₹ 162,0,₹ 648,Credit,Pending,₹ 648,Standard Sale
SALE0095,BUS001,2026-06-09,CUST026,PROD001,9,₹ 162,0,₹ 1458,Cash,Completed,0,Standard Sale
SALE0096,BUS001,2026-06-09,CUST033,PROD008,4,₹ 13,0,₹ 52,UPI,Completed,0,Standard Sale
SALE0097,BUS001,2026-06-09,CUST036,PROD005,10,₹ 377,10,₹ 3393,Cash,Completed,0,Standard Sale
SALE0098,BUS001,2026-06-09,CUST039,PROD009,4,₹ 31,0,₹ 124,Cash,Completed,0,Standard Sale
SALE0099,BUS001,2026-06-09,CUST040,PROD008,8,₹ 13,0,₹ 104,Cash,Completed,0,Standard Sale
SALE0100,BUS001,2026-06-09,CUST004,PROD010,3,₹ 440,0,₹ 1320,Cash,Completed,0,Standard Sale
SALE0101,BUS001,2026-06-09,CUST020,PROD006,2,₹ 2106,0,₹ 4212,Cash,Completed,0,Standard Sale
SALE0102,BUS001,2026-06-09,CUST017,PROD008,6,₹ 13,0,₹ 78,UPI,Completed,0,Standard Sale
SALE0103,BUS001,2026-06-09,CUST007,PROD002,4,₹ 95,10,₹ 342,UPI,Completed,0,Standard Sale
SALE0104,BUS001,2026-06-09,CUST008,PROD005,11,₹ 377,0,₹ 4147,Cash,Completed,0,Standard Sale
SALE0105,BUS001,2026-06-09,CUST030,PROD006,1,₹ 2106,0,₹ 2106,Cash,Completed,0,Standard Sale
SALE0106,BUS001,2026-06-09,CUST022,PROD009,4,₹ 31,0,₹ 124,UPI,Completed,0,Standard Sale
SALE0107,BUS001,2026-06-09,CUST006,PROD002,5,₹ 95,0,₹ 475,Credit,Pending,₹ 475,Standard Sale
SALE0108,BUS001,2026-06-10,CUST016,PROD002,2,₹ 95,0,₹ 190,Cash,Completed,0,Standard Sale
SALE0109,BUS001,2026-06-10,CUST007,PROD005,7,₹ 377,0,₹ 2639,Cash,Completed,0,Standard Sale
SALE0110,BUS001,2026-06-10,CUST006,PROD008,5,₹ 13,0,₹ 65,Cash,Completed,0,Standard Sale
SALE0111,BUS001,2026-06-10,CUST037,PROD004,5,₹ 61,0,₹ 305,Cash,Completed,0,Standard Sale
SALE0112,BUS001,2026-06-10,CUST022,PROD011,2,₹ 199,0,₹ 398,Cash,Completed,0,Standard Sale
SALE0113,BUS001,2026-06-10,CUST039,PROD003,45,₹ 9,0,₹ 405,Cash,Completed,0,Standard Sale
SALE0114,BUS001,2026-06-10,CUST039,PROD011,5,₹ 199,0,₹ 995,Cash,Completed,0,Standard Sale
SALE0115,BUS001,2026-06-10,CUST036,PROD004,5,₹ 61,0,₹ 305,UPI,Completed,0,Standard Sale
SALE0116,BUS001,2026-06-10,CUST010,PROD007,1,₹ 678,0,₹ 678,Cash,Completed,0,Standard Sale
SALE0117,BUS001,2026-06-10,CUST008,PROD008,9,₹ 13,0,₹ 117,UPI,Completed,0,Standard Sale
SALE0118,BUS001,2026-06-10,CUST011,PROD008,3,₹ 13,0,₹ 39,Cash,Completed,0,Standard Sale
SALE0119,BUS001,2026-06-10,CUST023,PROD004,10,₹ 61,0,₹ 610,Cash,Completed,0,Standard Sale
SALE0120,BUS001,2026-06-10,CUST034,PROD007,4,₹ 678,0,₹ 2712,Cash,Completed,0,Standard Sale
SALE0121,BUS001,2026-06-10,CUST039,PROD011,2,₹ 199,0,₹ 398,Cash,Completed,0,Standard Sale
SALE0122,BUS001,2026-06-10,CUST006,PROD001,10,₹ 162,0,₹ 1620,UPI,Completed,0,Standard Sale
SALE0123,BUS001,2026-06-10,CUST035,PROD008,10,₹ 13,0,₹ 130,UPI,Completed,0,Standard Sale
SALE0124,BUS001,2026-06-10,CUST008,PROD001,7,₹ 162,0,₹ 1134,Cash,Completed,0,Standard Sale
SALE0125,BUS001,2026-06-10,CUST039,PROD002,3,₹ 95,0,₹ 285,Cash,Completed,0,Standard Sale
SALE0126,BUS001,2026-06-10,CUST013,PROD007,5,₹ 678,0,₹ 3390,Cash,Completed,0,Standard Sale
SALE0127,BUS001,2026-06-11,CUST003,PROD005,7,₹ 377,0,₹ 2639,Cash,Completed,0,Standard Sale
SALE0128,BUS001,2026-06-11,CUST017,PROD003,12,₹ 9,0,₹ 108,Cash,Completed,0,Standard Sale
SALE0129,BUS001,2026-06-11,CUST017,PROD007,5,₹ 678,0,₹ 3390,Cash,Completed,0,Standard Sale
SALE0130,BUS001,2026-06-11,CUST021,PROD007,4,₹ 678,0,₹ 2712,Cash,Completed,0,Standard Sale
SALE0131,BUS001,2026-06-11,CUST040,PROD003,50,₹ 9,0,₹ 450,Cash,Completed,0,Standard Sale
SALE0132,BUS001,2026-06-11,CUST019,PROD012,5,₹ 316,0,₹ 1580,Cash,Completed,0,Standard Sale
SALE0133,BUS001,2026-06-11,CUST012,PROD001,2,₹ 162,0,₹ 324,Cash,Completed,0,Standard Sale
SALE0134,BUS001,2026-06-11,CUST030,PROD003,46,₹ 9,0,₹ 414,UPI,Completed,0,Standard Sale
SALE0135,BUS001,2026-06-11,CUST024,PROD010,4,₹ 440,0,₹ 1760,Cash,Completed,0,Standard Sale
SALE0136,BUS001,2026-06-11,CUST025,PROD011,5,₹ 199,0,₹ 995,Cash,Completed,0,Standard Sale
SALE0137,BUS001,2026-06-11,CUST004,PROD005,11,₹ 377,0,₹ 4147,Cash,Completed,0,Standard Sale
SALE0138,BUS001,2026-06-11,CUST038,PROD003,36,₹ 9,0,₹ 324,Cash,Completed,0,Standard Sale
SALE0139,BUS001,2026-06-11,CUST026,PROD012,5,₹ 316,0,₹ 1580,Cash,Completed,0,Standard Sale
SALE0140,BUS001,2026-06-12,CUST003,PROD010,4,₹ 440,0,₹ 1760,Credit,Pending,₹ 1760,Standard Sale
SALE0141,BUS001,2026-06-12,CUST022,PROD004,7,₹ 61,0,₹ 427,Cash,Completed,0,Standard Sale
SALE0142,BUS001,2026-06-12,CUST028,PROD003,34,₹ 9,10,₹ 275,Cash,Completed,0,Standard Sale
SALE0143,BUS001,2026-06-12,CUST019,PROD005,8,₹ 377,0,₹ 3016,UPI,Completed,0,Standard Sale
SALE0144,BUS001,2026-06-12,CUST007,PROD003,11,₹ 9,0,₹ 99,UPI,Completed,0,Standard Sale
SALE0145,BUS001,2026-06-12,CUST005,PROD011,4,₹ 199,0,₹ 796,Cash,Completed,0,Standard Sale
SALE0146,BUS001,2026-06-12,CUST005,PROD008,5,₹ 13,0,₹ 65,Cash,Completed,0,Standard Sale
SALE0147,BUS001,2026-06-12,CUST034,PROD010,5,₹ 440,5,₹ 2090,UPI,Completed,0,Standard Sale
SALE0148,BUS001,2026-06-12,CUST022,PROD001,3,₹ 162,10,₹ 437,Cash,Completed,0,Standard Sale
SALE0149,BUS001,2026-06-12,CUST038,PROD004,6,₹ 61,0,₹ 366,Cash,Completed,0,Standard Sale
SALE0150,BUS001,2026-06-12,CUST033,PROD006,3,₹ 2106,0,₹ 6318,UPI,Completed,0,Standard Sale
SALE0151,BUS001,2026-06-12,CUST027,PROD007,3,₹ 678,0,₹ 2034,UPI,Completed,0,Standard Sale
SALE0152,BUS001,2026-06-12,CUST002,PROD002,5,₹ 95,0,₹ 475,Cash,Completed,0,Standard Sale
SALE0153,BUS001,2026-06-12,CUST032,PROD008,8,₹ 13,5,₹ 98,Cash,Completed,0,Standard Sale
SALE0154,BUS001,2026-06-12,CUST029,PROD008,7,₹ 13,0,₹ 91,UPI,Completed,0,Standard Sale
SALE0155,BUS001,2026-06-12,CUST029,PROD007,1,₹ 678,0,₹ 678,UPI,Completed,0,Standard Sale
SALE0156,BUS001,2026-06-12,CUST032,PROD003,40,₹ 9,0,₹ 360,Cash,Completed,0,Standard Sale
SALE0157,BUS001,2026-06-12,CUST022,PROD002,1,₹ 95,0,₹ 95,Credit,Pending,₹ 95,Standard Sale
SALE0158,BUS001,2026-06-12,CUST013,PROD006,4,₹ 2106,10,₹ 7581,Cash,Completed,0,Standard Sale
SALE0159,BUS001,2026-06-12,CUST027,PROD003,21,₹ 9,0,₹ 189,Cash,Completed,0,Standard Sale
SALE0160,BUS001,2026-06-13,CUST035,PROD005,9,₹ 377,0,₹ 3393,UPI,Completed,0,Standard Sale
SALE0161,BUS001,2026-06-13,CUST020,PROD005,5,₹ 377,0,₹ 1885,Cash,Completed,0,Standard Sale
SALE0162,BUS001,2026-06-13,CUST015,PROD005,8,₹ 377,10,₹ 2714,Credit,Pending,₹ 2714,Standard Sale
SALE0163,BUS001,2026-06-13,CUST002,PROD011,5,₹ 199,0,₹ 995,UPI,Completed,0,Standard Sale
SALE0164,BUS001,2026-06-13,CUST039,PROD011,3,₹ 199,0,₹ 597,UPI,Completed,0,Standard Sale
SALE0165,BUS001,2026-06-13,CUST003,PROD003,31,₹ 9,0,₹ 279,UPI,Completed,0,Standard Sale
SALE0166,BUS001,2026-06-13,CUST016,PROD012,1,₹ 316,0,₹ 316,Cash,Completed,0,Standard Sale
SALE0167,BUS001,2026-06-13,CUST040,PROD002,1,₹ 95,0,₹ 95,Cash,Completed,0,Standard Sale
SALE0168,BUS001,2026-06-13,CUST027,PROD009,4,₹ 31,5,₹ 117,Cash,Completed,0,Standard Sale
SALE0169,BUS001,2026-06-13,CUST038,PROD009,2,₹ 31,0,₹ 62,Cash,Completed,0,Standard Sale
SALE0170,BUS001,2026-06-13,CUST039,PROD001,2,₹ 162,0,₹ 324,Cash,Completed,0,Standard Sale
SALE0171,BUS001,2026-06-13,CUST023,PROD001,9,₹ 162,0,₹ 1458,UPI,Completed,0,Standard Sale
SALE0172,BUS001,2026-06-13,CUST015,PROD011,5,₹ 199,0,₹ 995,UPI,Completed,0,Standard Sale
SALE0173,BUS001,2026-06-13,CUST026,PROD004,3,₹ 61,0,₹ 183,Cash,Completed,0,Standard Sale
SALE0174,BUS001,2026-06-14,CUST028,PROD004,8,₹ 61,0,₹ 488,UPI,Completed,0,Standard Sale
SALE0175,BUS001,2026-06-14,CUST004,PROD008,4,₹ 13,0,₹ 52,Cash,Completed,0,Standard Sale
SALE0176,BUS001,2026-06-14,CUST035,PROD009,1,₹ 31,0,₹ 31,Cash,Completed,0,Standard Sale
SALE0177,BUS001,2026-06-14,CUST013,PROD008,2,₹ 13,0,₹ 26,Cash,Completed,0,Standard Sale
SALE0178,BUS001,2026-06-14,CUST007,PROD001,5,₹ 162,0,₹ 810,UPI,Completed,0,Standard Sale
SALE0179,BUS001,2026-06-14,CUST005,PROD003,40,₹ 9,0,₹ 360,Cash,Completed,0,Standard Sale
SALE0180,BUS001,2026-06-14,CUST003,PROD003,35,₹ 9,0,₹ 315,UPI,Completed,0,Standard Sale
SALE0181,BUS001,2026-06-14,CUST025,PROD008,4,₹ 13,0,₹ 52,Credit,Pending,₹ 52,Standard Sale
SALE0182,BUS001,2026-06-14,CUST015,PROD003,10,₹ 9,10,₹ 81,Cash,Completed,0,Standard Sale
SALE0183,BUS001,2026-06-14,CUST021,PROD004,7,₹ 61,0,₹ 427,Cash,Completed,0,Standard Sale
SALE0184,BUS001,2026-06-14,CUST013,PROD011,3,₹ 199,0,₹ 597,Cash,Completed,0,Standard Sale
SALE0185,BUS001,2026-06-14,CUST017,PROD010,2,₹ 440,0,₹ 880,Credit,Pending,₹ 880,Standard Sale
SALE0186,BUS001,2026-06-14,CUST012,PROD008,8,₹ 13,10,₹ 93,UPI,Completed,0,Standard Sale
SALE0187,BUS001,2026-06-14,CUST004,PROD006,4,₹ 2106,5,₹ 8002,Cash,Completed,0,Standard Sale
SALE0188,BUS001,2026-06-14,CUST002,PROD001,4,₹ 162,10,₹ 583,Cash,Completed,0,Standard Sale
SALE0189,BUS001,2026-06-14,CUST004,PROD008,10,₹ 13,0,₹ 130,UPI,Completed,0,Standard Sale
SALE0190,BUS001,2026-06-14,CUST028,PROD008,5,₹ 13,0,₹ 65,Cash,Completed,0,Standard Sale
SALE0191,BUS001,2026-06-14,CUST021,PROD008,7,₹ 13,0,₹ 91,UPI,Completed,0,Standard Sale
SALE0192,BUS001,2026-06-15,CUST038,PROD005,7,₹ 377,0,₹ 2639,UPI,Completed,0,Standard Sale
SALE0193,BUS001,2026-06-15,CUST022,PROD004,10,₹ 61,0,₹ 610,Cash,Completed,0,Standard Sale
SALE0194,BUS001,2026-06-15,CUST008,PROD005,12,₹ 377,0,₹ 4524,Cash,Completed,0,Standard Sale
SALE0195,BUS001,2026-06-15,CUST040,PROD004,10,₹ 61,0,₹ 610,Cash,Completed,0,Standard Sale
SALE0196,BUS001,2026-06-15,CUST034,PROD007,4,₹ 678,10,₹ 2440,Cash,Completed,0,Standard Sale
SALE0197,BUS001,2026-06-15,CUST030,PROD009,1,₹ 31,5,₹ 29,Credit,Pending,₹ 29,Standard Sale
SALE0198,BUS001,2026-06-15,CUST025,PROD003,43,₹ 9,0,₹ 387,UPI,Completed,0,Standard Sale
SALE0199,BUS001,2026-06-15,CUST009,PROD006,1,₹ 2106,0,₹ 2106,Credit,Pending,₹ 2106,Standard Sale
SALE0200,BUS001,2026-06-15,CUST019,PROD006,3,₹ 2106,0,₹ 6318,UPI,Completed,0,Standard Sale
SALE0201,BUS001,2026-06-15,CUST005,PROD006,4,₹ 2106,0,₹ 8424,Cash,Completed,0,Standard Sale
SALE0202,BUS001,2026-06-15,CUST006,PROD007,3,₹ 678,0,₹ 2034,UPI,Completed,0,Standard Sale
SALE0203,BUS001,2026-06-15,CUST035,PROD004,10,₹ 61,5,₹ 579,Cash,Completed,0,Standard Sale
SALE0204,BUS001,2026-06-16,CUST014,PROD008,8,₹ 13,0,₹ 104,Cash,Completed,0,Standard Sale
SALE0205,BUS001,2026-06-16,CUST033,PROD003,23,₹ 9,0,₹ 207,UPI,Completed,0,Standard Sale
SALE0206,BUS001,2026-06-16,CUST024,PROD001,8,₹ 162,0,₹ 1296,Cash,Completed,0,Standard Sale
SALE0207,BUS001,2026-06-16,CUST029,PROD009,5,₹ 31,0,₹ 155,Cash,Completed,0,Standard Sale
SALE0208,BUS001,2026-06-16,CUST016,PROD001,3,₹ 162,0,₹ 486,Cash,Completed,0,Standard Sale
SALE0209,BUS001,2026-06-16,CUST005,PROD001,3,₹ 162,0,₹ 486,Cash,Completed,0,Standard Sale
SALE0210,BUS001,2026-06-16,CUST035,PROD007,3,₹ 678,0,₹ 2034,Credit,Pending,₹ 2034,Standard Sale
SALE0211,BUS001,2026-06-16,CUST034,PROD006,4,₹ 2106,0,₹ 8424,Cash,Completed,0,Standard Sale
SALE0212,BUS001,2026-06-16,CUST020,PROD003,48,₹ 9,0,₹ 432,Cash,Completed,0,Standard Sale
SALE0213,BUS001,2026-06-16,CUST019,PROD001,6,₹ 162,5,₹ 923,Cash,Completed,0,Standard Sale
SALE0214,BUS001,2026-06-16,CUST027,PROD002,2,₹ 95,0,₹ 190,UPI,Completed,0,Standard Sale
SALE0215,BUS001,2026-06-16,CUST023,PROD001,8,₹ 162,5,₹ 1231,Cash,Completed,0,Standard Sale
SALE0216,BUS001,2026-06-16,CUST036,PROD002,1,₹ 95,0,₹ 95,Cash,Completed,0,Standard Sale
SALE0217,BUS001,2026-06-16,CUST027,PROD002,2,₹ 95,0,₹ 190,Cash,Completed,0,Standard Sale
SALE0218,BUS001,2026-06-16,CUST035,PROD005,8,₹ 377,10,₹ 2714,Cash,Completed,0,Standard Sale
SALE0219,BUS001,2026-06-16,CUST001,PROD008,9,₹ 13,0,₹ 117,Cash,Completed,0,Standard Sale
SALE0220,BUS001,2026-06-16,CUST001,PROD002,4,₹ 95,10,₹ 342,Credit,Pending,₹ 342,Standard Sale
SALE0221,BUS001,2026-06-16,CUST031,PROD007,1,₹ 678,0,₹ 678,Cash,Completed,0,Standard Sale
SALE0222,BUS001,2026-06-16,CUST018,PROD009,1,₹ 31,5,₹ 29,UPI,Completed,0,Standard Sale
SALE0223,BUS001,2026-06-16,CUST028,PROD011,4,₹ 199,0,₹ 796,Credit,Pending,₹ 796,Standard Sale
SALE0224,BUS001,2026-06-17,CUST020,PROD006,5,₹ 2106,10,₹ 9477,UPI,Completed,0,Standard Sale
